sentences,pos,scale_type
It was partially_m wet_p. It was not totally_m dry_p.,adj,abs
It was partially_m wet_p. It was not dry_p.,adj,abs
It was partially_m wet_p. It was n't extremely_m dry_p.,adj,abs
It was partially_m wet_p. It was n't ridiculously_m dry_p.,adj,abs
It was partially_m wet_p. It was n't completely_m dry_p.,adj,abs
It was partially_m wet_p. It was n't totally_m dry_p.,adj,abs
It was partially_m wet_p. It was n't completely_m dry_p.,adj,abs
It was partially_m wet_p. It was n't totally_m dry_p.,adj,abs
It was partially_m wet_p. It was n't dry_p.,adj,abs
It was slightly_m wet_p. It was not extremely_m dry_p.,adj,abs
It was slightly_m wet_p. It was not ridiculously_m dry_p.,adj,abs
It was slightly_m wet_p. It was not completely_m dry_p.,adj,abs
It was slightly_m wet_p. It was not totally_m dry_p.,adj,abs
It was slightly_m wet_p. It was not completely_m dry_p.,adj,abs
It was slightly_m wet_p. It was not totally_m dry_p.,adj,abs
It was slightly_m wet_p. It was not dry_p.,adj,abs
It was slightly_m wet_p. It was n't extremely_m dry_p.,adj,abs
It was slightly_m wet_p. It was n't ridiculously_m dry_p.,adj,abs
It was slightly_m wet_p. It was n't completely_m dry_p.,adj,abs
It was slightly_m wet_p. It was n't totally_m dry_p.,adj,abs
It was slightly_m wet_p. It was n't completely_m dry_p.,adj,abs
It was slightly_m wet_p. It was n't totally_m dry_p.,adj,abs
It was slightly_m wet_p. It was n't dry_p.,adj,abs
It was partially_m wet_p. It was not extremely_m dry_p.,adj,abs
It was partially_m wet_p. It was not ridiculously_m dry_p.,adj,abs
It was partially_m wet_p. It was not completely_m dry_p.,adj,abs
It was partially_m wet_p. It was not totally_m dry_p.,adj,abs
It was partially_m wet_p. It was not completely_m dry_p.,adj,abs
It was partially_m wet_p. It was not totally_m dry_p.,adj,abs
It was partially_m wet_p. It was not dry_p.,adj,abs
It was partially_m wet_p. It was n't extremely_m dry_p.,adj,abs
It was partially_m wet_p. It was n't ridiculously_m dry_p.,adj,abs
It was partially_m wet_p. It was n't completely_m dry_p.,adj,abs
It was partially_m wet_p. It was n't totally_m dry_p.,adj,abs
It was partially_m wet_p. It was n't completely_m dry_p.,adj,abs
It was partially_m wet_p. It was n't totally_m dry_p.,adj,abs
It was partially_m wet_p. It was n't dry_p.,adj,abs
It was extremely_m wet_p. It was not extremely_m dry_p.,adj,abs
It was extremely_m wet_p. It was not ridiculously_m dry_p.,adj,abs
It was extremely_m wet_p. It was not completely_m dry_p.,adj,abs
It was extremely_m wet_p. It was not totally_m dry_p.,adj,abs
It was extremely_m wet_p. It was not completely_m dry_p.,adj,abs
It was extremely_m wet_p. It was not totally_m dry_p.,adj,abs
It was extremely_m wet_p. It was not dry_p.,adj,abs
It was extremely_m wet_p. It was n't extremely_m dry_p.,adj,abs
It was extremely_m wet_p. It was n't ridiculously_m dry_p.,adj,abs
It was extremely_m wet_p. It was n't completely_m dry_p.,adj,abs
It was extremely_m wet_p. It was n't totally_m dry_p.,adj,abs
It was extremely_m wet_p. It was n't completely_m dry_p.,adj,abs
It was extremely_m wet_p. It was n't totally_m dry_p.,adj,abs
It was extremely_m wet_p. It was n't dry_p.,adj,abs
It was ridiculously_m wet_p. It was not extremely_m dry_p.,adj,abs
It was ridiculously_m wet_p. It was not ridiculously_m dry_p.,adj,abs
It was ridiculously_m wet_p. It was not completely_m dry_p.,adj,abs
It was ridiculously_m wet_p. It was not totally_m dry_p.,adj,abs
It was ridiculously_m wet_p. It was not completely_m dry_p.,adj,abs
It was ridiculously_m wet_p. It was not totally_m dry_p.,adj,abs
It was ridiculously_m wet_p. It was not dry_p.,adj,abs
It was ridiculously_m wet_p. It was n't extremely_m dry_p.,adj,abs
It was ridiculously_m wet_p. It was n't ridiculously_m dry_p.,adj,abs
It was ridiculously_m wet_p. It was n't completely_m dry_p.,adj,abs
It was ridiculously_m wet_p. It was n't totally_m dry_p.,adj,abs
It was ridiculously_m wet_p. It was n't completely_m dry_p.,adj,abs
It was ridiculously_m wet_p. It was n't totally_m dry_p.,adj,abs
It was ridiculously_m wet_p. It was n't dry_p.,adj,abs
It was completely_m wet_p. It was not extremely_m dry_p.,adj,abs
It was completely_m wet_p. It was not ridiculously_m dry_p.,adj,abs
It was completely_m wet_p. It was not completely_m dry_p.,adj,abs
It was completely_m wet_p. It was not totally_m dry_p.,adj,abs
It was completely_m wet_p. It was not completely_m dry_p.,adj,abs
It was completely_m wet_p. It was not totally_m dry_p.,adj,abs
It was completely_m wet_p. It was not dry_p.,adj,abs
It was completely_m wet_p. It was n't extremely_m dry_p.,adj,abs
It was completely_m wet_p. It was n't ridiculously_m dry_p.,adj,abs
It was completely_m wet_p. It was n't completely_m dry_p.,adj,abs
It was completely_m wet_p. It was n't totally_m dry_p.,adj,abs
It was completely_m wet_p. It was n't completely_m dry_p.,adj,abs
It was completely_m wet_p. It was n't totally_m dry_p.,adj,abs
It was completely_m wet_p. It was n't dry_p.,adj,abs
It was totally_m wet_p. It was not extremely_m dry_p.,adj,abs
It was totally_m wet_p. It was not ridiculously_m dry_p.,adj,abs
It was totally_m wet_p. It was not completely_m dry_p.,adj,abs
It was totally_m wet_p. It was not totally_m dry_p.,adj,abs
It was totally_m wet_p. It was not completely_m dry_p.,adj,abs
It was totally_m wet_p. It was not totally_m dry_p.,adj,abs
It was totally_m wet_p. It was not dry_p.,adj,abs
It was totally_m wet_p. It was n't extremely_m dry_p.,adj,abs
It was totally_m wet_p. It was n't ridiculously_m dry_p.,adj,abs
It was totally_m wet_p. It was n't completely_m dry_p.,adj,abs
It was totally_m wet_p. It was n't totally_m dry_p.,adj,abs
It was totally_m wet_p. It was n't completely_m dry_p.,adj,abs
It was totally_m wet_p. It was n't totally_m dry_p.,adj,abs
It was totally_m wet_p. It was n't dry_p.,adj,abs
It was completely_m wet_p. It was not extremely_m dry_p.,adj,abs
It was completely_m wet_p. It was not ridiculously_m dry_p.,adj,abs
It was completely_m wet_p. It was not completely_m dry_p.,adj,abs
It was completely_m wet_p. It was not totally_m dry_p.,adj,abs
It was completely_m wet_p. It was not completely_m dry_p.,adj,abs
It was completely_m wet_p. It was not totally_m dry_p.,adj,abs
It was completely_m wet_p. It was not dry_p.,adj,abs
It was completely_m wet_p. It was n't extremely_m dry_p.,adj,abs
It was completely_m wet_p. It was n't ridiculously_m dry_p.,adj,abs
It was completely_m wet_p. It was n't completely_m dry_p.,adj,abs
It was completely_m wet_p. It was n't totally_m dry_p.,adj,abs
It was completely_m wet_p. It was n't completely_m dry_p.,adj,abs
It was completely_m wet_p. It was n't totally_m dry_p.,adj,abs
It was completely_m wet_p. It was n't dry_p.,adj,abs
It was totally_m wet_p. It was not extremely_m dry_p.,adj,abs
It was totally_m wet_p. It was not ridiculously_m dry_p.,adj,abs
It was totally_m wet_p. It was not completely_m dry_p.,adj,abs
It was totally_m wet_p. It was not totally_m dry_p.,adj,abs
It was totally_m wet_p. It was not completely_m dry_p.,adj,abs
It was totally_m wet_p. It was not totally_m dry_p.,adj,abs
It was totally_m wet_p. It was not dry_p.,adj,abs
It was totally_m wet_p. It was n't extremely_m dry_p.,adj,abs
It was totally_m wet_p. It was n't ridiculously_m dry_p.,adj,abs
It was totally_m wet_p. It was n't completely_m dry_p.,adj,abs
It was totally_m wet_p. It was n't totally_m dry_p.,adj,abs
It was totally_m wet_p. It was n't completely_m dry_p.,adj,abs
It was totally_m wet_p. It was n't totally_m dry_p.,adj,abs
It was totally_m wet_p. It was n't dry_p.,adj,abs
It was wet_p. It was not extremely_m dry_p.,adj,abs
It was wet_p. It was not ridiculously_m dry_p.,adj,abs
It was wet_p. It was not completely_m dry_p.,adj,abs
It was wet_p. It was not totally_m dry_p.,adj,abs
It was wet_p. It was not completely_m dry_p.,adj,abs
It was wet_p. It was not totally_m dry_p.,adj,abs
It was wet_p. It was not dry_p.,adj,abs
It was wet_p. It was n't extremely_m dry_p.,adj,abs
It was wet_p. It was n't ridiculously_m dry_p.,adj,abs
It was wet_p. It was n't completely_m dry_p.,adj,abs
It was wet_p. It was n't totally_m dry_p.,adj,abs
It was wet_p. It was n't completely_m dry_p.,adj,abs
It was wet_p. It was n't totally_m dry_p.,adj,abs
It was wet_p. It was n't dry_p.,adj,abs
It was not extremely_m dry_p. It was not extremely_m wet_p.,adj,abs
It was not extremely_m dry_p. It was not ridiculously_m wet_p.,adj,abs
It was not extremely_m dry_p. It was not completely_m wet_p.,adj,abs
It was not extremely_m dry_p. It was not totally_m wet_p.,adj,abs
It was not extremely_m dry_p. It was not completely_m wet_p.,adj,abs
It was not extremely_m dry_p. It was not totally_m wet_p.,adj,abs
It was not extremely_m dry_p. It was not wet_p.,adj,abs
It was not extremely_m dry_p. It was n't extremely_m wet_p.,adj,abs
It was not extremely_m dry_p. It was n't ridiculously_m wet_p.,adj,abs
It was not extremely_m dry_p. It was n't completely_m wet_p.,adj,abs
It was not extremely_m dry_p. It was n't totally_m wet_p.,adj,abs
It was not extremely_m dry_p. It was n't completely_m wet_p.,adj,abs
It was not extremely_m dry_p. It was n't totally_m wet_p.,adj,abs
It was not extremely_m dry_p. It was n't wet_p.,adj,abs
It was not ridiculously_m dry_p. It was not extremely_m wet_p.,adj,abs
It was not ridiculously_m dry_p. It was not ridiculously_m wet_p.,adj,abs
It was not ridiculously_m dry_p. It was not completely_m wet_p.,adj,abs
It was not ridiculously_m dry_p. It was not totally_m wet_p.,adj,abs
It was not ridiculously_m dry_p. It was not completely_m wet_p.,adj,abs
It was not ridiculously_m dry_p. It was not totally_m wet_p.,adj,abs
It was not ridiculously_m dry_p. It was not wet_p.,adj,abs
It was not ridiculously_m dry_p. It was n't extremely_m wet_p.,adj,abs
It was not ridiculously_m dry_p. It was n't ridiculously_m wet_p.,adj,abs
It was not ridiculously_m dry_p. It was n't completely_m wet_p.,adj,abs
It was not ridiculously_m dry_p. It was n't totally_m wet_p.,adj,abs
It was not ridiculously_m dry_p. It was n't completely_m wet_p.,adj,abs
It was not ridiculously_m dry_p. It was n't totally_m wet_p.,adj,abs
It was not ridiculously_m dry_p. It was n't wet_p.,adj,abs
It was not completely_m dry_p. It was not extremely_m wet_p.,adj,abs
It was not completely_m dry_p. It was not ridiculously_m wet_p.,adj,abs
It was not completely_m dry_p. It was not completely_m wet_p.,adj,abs
It was not completely_m dry_p. It was not totally_m wet_p.,adj,abs
It was not completely_m dry_p. It was not completely_m wet_p.,adj,abs
It was not completely_m dry_p. It was not totally_m wet_p.,adj,abs
It was not completely_m dry_p. It was not wet_p.,adj,abs
It was not completely_m dry_p. It was n't extremely_m wet_p.,adj,abs
It was not completely_m dry_p. It was n't ridiculously_m wet_p.,adj,abs
It was not completely_m dry_p. It was n't completely_m wet_p.,adj,abs
It was not completely_m dry_p. It was n't totally_m wet_p.,adj,abs
It was not completely_m dry_p. It was n't completely_m wet_p.,adj,abs
It was not completely_m dry_p. It was n't totally_m wet_p.,adj,abs
It was not completely_m dry_p. It was n't wet_p.,adj,abs
It was not totally_m dry_p. It was not extremely_m wet_p.,adj,abs
It was not totally_m dry_p. It was not ridiculously_m wet_p.,adj,abs
It was not totally_m dry_p. It was not completely_m wet_p.,adj,abs
It was not totally_m dry_p. It was not totally_m wet_p.,adj,abs
It was not totally_m dry_p. It was not completely_m wet_p.,adj,abs
It was not totally_m dry_p. It was not totally_m wet_p.,adj,abs
It was not totally_m dry_p. It was not wet_p.,adj,abs
It was not totally_m dry_p. It was n't extremely_m wet_p.,adj,abs
It was not totally_m dry_p. It was n't ridiculously_m wet_p.,adj,abs
It was not totally_m dry_p. It was n't completely_m wet_p.,adj,abs
It was not totally_m dry_p. It was n't totally_m wet_p.,adj,abs
It was not totally_m dry_p. It was n't completely_m wet_p.,adj,abs
It was not totally_m dry_p. It was n't totally_m wet_p.,adj,abs
It was not totally_m dry_p. It was n't wet_p.,adj,abs
It was not completely_m dry_p. It was not extremely_m wet_p.,adj,abs
It was not completely_m dry_p. It was not ridiculously_m wet_p.,adj,abs
It was not completely_m dry_p. It was not completely_m wet_p.,adj,abs
It was not completely_m dry_p. It was not totally_m wet_p.,adj,abs
It was not completely_m dry_p. It was not completely_m wet_p.,adj,abs
It was not completely_m dry_p. It was not totally_m wet_p.,adj,abs
It was not completely_m dry_p. It was not wet_p.,adj,abs
It was not completely_m dry_p. It was n't extremely_m wet_p.,adj,abs
It was not completely_m dry_p. It was n't ridiculously_m wet_p.,adj,abs
It was not completely_m dry_p. It was n't completely_m wet_p.,adj,abs
It was not completely_m dry_p. It was n't totally_m wet_p.,adj,abs
It was not completely_m dry_p. It was n't completely_m wet_p.,adj,abs
It was not completely_m dry_p. It was n't totally_m wet_p.,adj,abs
It was not completely_m dry_p. It was n't wet_p.,adj,abs
It was not totally_m dry_p. It was not extremely_m wet_p.,adj,abs
It was not totally_m dry_p. It was not ridiculously_m wet_p.,adj,abs
It was not totally_m dry_p. It was not completely_m wet_p.,adj,abs
It was not totally_m dry_p. It was not totally_m wet_p.,adj,abs
It was not totally_m dry_p. It was not completely_m wet_p.,adj,abs
It was not totally_m dry_p. It was not totally_m wet_p.,adj,abs
It was not totally_m dry_p. It was not wet_p.,adj,abs
It was not totally_m dry_p. It was n't extremely_m wet_p.,adj,abs
It was not totally_m dry_p. It was n't ridiculously_m wet_p.,adj,abs
It was not totally_m dry_p. It was n't completely_m wet_p.,adj,abs
It was not totally_m dry_p. It was n't totally_m wet_p.,adj,abs
It was not totally_m dry_p. It was n't completely_m wet_p.,adj,abs
It was not totally_m dry_p. It was n't totally_m wet_p.,adj,abs
It was not totally_m dry_p. It was n't wet_p.,adj,abs
It was not dry_p. It was not extremely_m wet_p.,adj,abs
It was not dry_p. It was not ridiculously_m wet_p.,adj,abs
It was not dry_p. It was not completely_m wet_p.,adj,abs
It was not dry_p. It was not totally_m wet_p.,adj,abs
It was not dry_p. It was not completely_m wet_p.,adj,abs
It was not dry_p. It was not totally_m wet_p.,adj,abs
It was not dry_p. It was not wet_p.,adj,abs
It was not dry_p. It was n't extremely_m wet_p.,adj,abs
It was not dry_p. It was n't ridiculously_m wet_p.,adj,abs
It was not dry_p. It was n't completely_m wet_p.,adj,abs
It was not dry_p. It was n't totally_m wet_p.,adj,abs
It was not dry_p. It was n't completely_m wet_p.,adj,abs
It was not dry_p. It was n't totally_m wet_p.,adj,abs
It was not dry_p. It was n't wet_p.,adj,abs
It was n't extremely_m dry_p. It was not extremely_m wet_p.,adj,abs
It was n't extremely_m dry_p. It was not ridiculously_m wet_p.,adj,abs
It was n't extremely_m dry_p. It was not completely_m wet_p.,adj,abs
It was n't extremely_m dry_p. It was not totally_m wet_p.,adj,abs
It was n't extremely_m dry_p. It was not completely_m wet_p.,adj,abs
It was n't extremely_m dry_p. It was not totally_m wet_p.,adj,abs
It was n't extremely_m dry_p. It was not wet_p.,adj,abs
It was n't extremely_m dry_p. It was n't extremely_m wet_p.,adj,abs
It was n't extremely_m dry_p. It was n't ridiculously_m wet_p.,adj,abs
It was n't extremely_m dry_p. It was n't completely_m wet_p.,adj,abs
It was n't extremely_m dry_p. It was n't totally_m wet_p.,adj,abs
It was n't extremely_m dry_p. It was n't completely_m wet_p.,adj,abs
It was n't extremely_m dry_p. It was n't totally_m wet_p.,adj,abs
It was n't extremely_m dry_p. It was n't wet_p.,adj,abs
It was n't ridiculously_m dry_p. It was not extremely_m wet_p.,adj,abs
It was n't ridiculously_m dry_p. It was not ridiculously_m wet_p.,adj,abs
It was n't ridiculously_m dry_p. It was not completely_m wet_p.,adj,abs
It was n't ridiculously_m dry_p. It was not totally_m wet_p.,adj,abs
It was n't ridiculously_m dry_p. It was not completely_m wet_p.,adj,abs
It was n't ridiculously_m dry_p. It was not totally_m wet_p.,adj,abs
It was n't ridiculously_m dry_p. It was not wet_p.,adj,abs
